metric,method,rows,brier,log_loss,pred_mean,actual_rate
P(>5%),raw,41,0.23939166395663955,0.6762570906070421,0.6104715447154472,0.5853658536585366
P(>5%),platt,41,0.24048460742753666,0.6737556490566653,0.6107727107237789,0.5853658536585366
P(>5%),isotonic,41,0.3266547510389334,2.3047899569827397,0.6026397403594748,0.5853658536585366
P(<0%),raw,41,0.15544453658536586,0.4857926423102612,0.21110569105691052,0.1951219512195122
P(<0%),platt,41,0.16834505499486951,0.5356382657773368,0.16624154908068098,0.1951219512195122
P(<0%),isotonic,41,0.17745047121162502,0.825316400040089,0.20006387686801017,0.1951219512195122
